family_id,family_name,hypothesis_class,train_net_pnl,validation_net_pnl,oos_net_pnl,train_profit_factor,validation_profit_factor,oos_profit_factor,train_expectancy,validation_expectancy,oos_expectancy,max_drawdown,trade_count,average_trade_pnl,average_win,average_loss,win_rate,cost_impact,slippage_impact,no_cost_result,realistic_cost_result,average_holding_time,pnl_by_side,pnl_by_setup,pnl_by_hour,pnl_by_regime
FAM_0078,volatility_regime_adaptive_range_breakout_fixed_stop_fixed_tp_0078,volatility_regime_adaptive,2327.8058291752172,464.5899171224223,1099.9161774316258,2.0731362685134584,1.4628772151076659,2.420282910045413,33.25436898821739,16.59249704008651,40.73763620117133,-456.02699675068015,125,31.138495389834112,86.14953917420968,-116.09694532717106,0.728,1110.25995965408,-336.6981015714494,2210.1761370857057,1099.9161774316258,7.222222222222222,{'long': 1099.9161774316258},{'range_breakout': 1099.9161774316258},"{'10': 428.1054802462387, '11': -36.872180469534015, '12': 3.0509918754426053, '16': 190.83264675060258, '17': 322.2335868197642, '18': 235.08686938054637, '19': -148.70232250397328, '22': -136.50259652410617, '23': 257.31236640688826, '00': 282.2969212310353, '01': -161.45386009576166, '02': -135.4717256855177}","{'uptrend|high_vol': 836.4226507970857, 'uptrend|low_vol': 263.4935266345398}"
FAM_0079,volatility_regime_adaptive_range_breakout_fixed_stop_fixed_tp_0079,volatility_regime_adaptive,741.7592786958859,541.252196014198,349.00012155648125,1.3589370166884414,2.060456327576834,1.5701903600681226,6.2860955821685245,11.766352087265174,8.948721065550801,-365.52260447511685,203,8.03946599146091,27.237446585578393,-122.65447882233869,0.8719211822660099,2203.0085160835038,-486.7678980501307,2552.008637639985,349.00012155648125,3.2051282051282053,"{'long': 387.34961350866513, 'short': -38.34949195218382}",{'range_breakout': 349.00012155648125},"{'10': 209.36449453088395, '11': -70.82919785234142, '12': 79.92066197494941, '16': 79.58312929026455, '17': 113.98208224921785, '18': -28.099160577665828, '19': -106.57151405028827, '22': -114.90232708395682, '23': 105.06097981718636, '00': -10.217840262592638, '01': 72.98759174328545, '02': 18.72122177753873}","{'uptrend|high_vol': 500.4789732122824, 'uptrend|low_vol': -151.47885165580112}"
FAM_0080,volatility_regime_adaptive_range_breakout_fixed_stop_fixed_tp_0080,volatility_regime_adaptive,-150.5825495285546,23.656432124035064,-14.629394524055698,0.732430716399988,1.2265439098203468,0.8473665673473487,-6.274272897023109,3.9427386873391774,-3.6573486310139245,-405.4375159843297,34,-4.163397409663978,23.903611654394858,-95.38117686785516,0.7647058823529411,159.79732926833984,-50.46635001888049,145.16793474428414,-14.629394524055698,2.75,{'short': -14.629394524055698},{'range_breakout': -14.629394524055698},"{'12': 28.56248021170031, '19': -77.54593457880117, '01': 34.35405984304516}",{'uptrend|high_vol': -14.629394524055698}
FAM_0081,volatility_regime_adaptive_range_breakout_fixed_stop_fixed_tp_0081,volatility_regime_adaptive,1852.9738742475718,19.710996090273767,57.54905952616713,1852.9738742475718,1.087545048326423,1.1454182191469393,108.99846319103364,4.927749022568442,7.193632440770891,-195.0334542210573,29,66.55979068496593,110.91891997049709,-103.48353824290331,0.7931034482758621,636.8457116881164,-101.28965260746033,694.3947712142835,57.54905952616713,9.0,"{'long': 74.41649791373385, 'short': -16.867438387566736}",{'range_breakout': 57.54905952616713},"{'12': 15.347338679445542, '00': 203.65558094248323, '01': -161.45386009576166}","{'uptrend|low_vol': 183.41881902404478, 'uptrend|high_vol': -125.86975949787764}"
FAM_0082,hybrid_continuation_fade_range_breakout_fixed_stop_fixed_tp_0082,hybrid_continuation_fade,744.173747318932,-85.88837231721095,195.37002088713822,2.159169565113196,0.8284848344682025,1.7317311057585256,35.43684511042533,-9.543152479690105,24.421252610892278,-383.75829758696085,38,22.464615681285764,83.82976487924753,-128.1589323500749,0.7105263157894737,317.1810357628633,-100.14910600330663,512.5510566500016,195.37002088713822,7.25,{'long': 195.37002088713822},{'range_breakout': 195.37002088713822},"{'10': 193.74020196547087, '12': -58.85438495405778, '17': 60.77459700198678, '18': 68.48030845439473, '23': 65.80883845371417, '01': -134.57954003437058}","{'uptrend|high_vol': -73.25681285271708, 'uptrend|low_vol': 268.6268337398553}"
FAM_0083,hybrid_continuation_fade_range_breakout_fixed_stop_fixed_tp_0083,hybrid_continuation_fade,1113.6188541075567,387.18203962341295,453.61699784846724,1.728684731322954,1.6553938677514013,1.8276338303736623,15.908840772965096,13.351104814600447,16.80062954994323,-489.0577690923095,126,15.511253107773303,44.86920456252549,-115.9613121026387,0.8174603174603174,1220.306460651534,-336.61006557732753,1673.9234585000013,453.61699784846724,3.074074074074074,{'long': 453.61699784846724},{'range_breakout': 453.61699784846724},"{'10': 210.89643141786746, '11': -88.51937627591029, '12': -37.994335431213706, '16': 96.67623133002725, '17': 154.1487665255257, '18': -23.067722838030647, '19': 44.92707743720495, '22': -114.90232708395682, '23': 126.90612614463635, '00': 145.3548303422136, '01': 53.540700395337886, '02': -114.34940411523462}","{'uptrend|high_vol': 679.5685849049796, 'uptrend|low_vol': -225.95158705651235}"
FAM_0084,hybrid_continuation_fade_range_breakout_fixed_stop_fixed_tp_0084,hybrid_continuation_fade,3954.6865760932733,1360.210847384832,1828.5895514310828,2.9668190353199977,2.459903596359224,3.8656608463172724,54.173788713606484,43.87776927047845,67.72553894189195,-506.9220960045677,131,54.530434922970905,108.32328816123972,-111.89120478292331,0.7557251908396947,1018.209176547462,-337.0990735229554,2846.798727978545,1828.5895514310828,8.62962962962963,{'long': 1828.5895514310828},{'range_breakout': 1828.5895514310828},"{'10': 565.5765489710762, '11': 112.01322951781029, '12': 32.21477706701228, '16': 250.6360667360906, '17': 402.14194158043745, '18': 297.0930620318622, '19': -148.70232250397328, '22': -136.50259652410617, '23': 324.8991596925655, '00': 218.38976026588077, '01': 46.30165028194467, '02': -135.4717256855177}","{'uptrend|high_vol': 1499.526766832279, 'uptrend|low_vol': 329.0627845988038}"
FAM_0085,hybrid_continuation_fade_range_breakout_fixed_stop_fixed_tp_0085,hybrid_continuation_fade,33.043712521878476,16.108394678171564,119.61629203958768,1.0413169789286691,1.0845978356055963,2.247997326558035,1.5735101200894512,3.221678935634313,29.90407300989692,-379.6197383639273,30,5.625613307987924,69.71041780429111,-90.50159343646686,0.6,159.72352668183845,-50.446221217416536,279.3398187214261,119.61629203958768,8.0,{'short': 119.61629203958768},{'range_breakout': 119.61629203958768},"{'12': 74.19272120634551, '19': -38.7989247956777, '01': 84.22249562891986}",{'uptrend|high_vol': 119.61629203958768}
FAM_0086,hybrid_continuation_fade_range_breakout_fixed_stop_fixed_tp_0086,hybrid_continuation_fade,135.3753228083113,-38.349490030166926,407.48693248496716,1.0861625161338726,0.9379101774590719,2.9683457784771403,0.9401064083910506,-0.6972634550939442,8.858411575760156,-378.83482396404736,245,2.0592357765841287,13.243564871367532,-92.14722852178375,0.8938775510204081,1757.163304762177,-573.7413821069849,2164.650237247144,407.48693248496716,1.673913043478261,"{'long': 471.8780719493648, 'short': -64.39113946439775}",{'range_breakout': 407.48693248496716},"{'10': 128.48897901154191, '11': 48.023967956542805, '12': 37.14643535949119, '16': 46.56978785223661, '17': 68.28901587421217, '18': 63.62827894737459, '19': -87.31796935556247, '22': -98.70212500384662, '23': 51.716906635390146, '00': 84.98070632676368, '01': 58.61512004544854, '02': 6.047828835374688}","{'uptrend|high_vol': 417.4715894969126, 'uptrend|low_vol': -9.984657011945465}"
FAM_0087,hybrid_continuation_fade_range_breakout_fixed_stop_fixed_tp_0087,hybrid_continuation_fade,1013.4478731485868,119.4217554103924,-0.02955139345918667,5.819683177820755,2.123353212601637,0.9999149296786801,46.06581241584485,23.884351082078478,-0.002955139345918667,-166.28256845820033,37,30.61729938285189,59.89323816672139,-94.85100969087445,0.8108108108108109,391.27348901489074,-126.6291605421593,391.24393762143154,-0.02955139345918667,4.6,"{'long': -56.99535117942236, 'short': 56.965799785963156}",{'range_breakout': -0.02955139345918667},"{'12': -80.21462237648883, '00': 120.77563279783428, '01': -40.590561814804644}","{'uptrend|low_vol': 49.78723064173184, 'uptrend|high_vol': -49.816782035191025}"
FAM_0088,short_only_bear_regime_range_breakout_fixed_stop_fixed_tp_0088,short_only_bear_regime,-529.5538064868308,241.01614352562018,236.7119530558818,0.5234226154169395,241.01614352562018,236.7119530558818,-40.73490819129468,120.50807176281009,118.3559765279409,-775.8877070683313,17,-3.0485711709016963,117.70382862321678,-138.89502093928496,0.5294117647058824,79.52878597983664,-25.12214029457413,316.24073903571843,236.7119530558818,36.0,{'short': 236.7119530558818},{'range_breakout': 236.7119530558818},"{'12': 131.2305224496629, '19': 105.48143060621888}",{'uptrend|high_vol': 236.7119530558818}
FAM_0089,short_only_bear_regime_range_breakout_fixed_stop_fixed_tp_0089,short_only_bear_regime,541.979239359091,282.9355476762809,64.14274817619395,1.727889997895013,2.616565899970991,1.167220753084524,5.955815817132868,7.646906693953539,1.8865514169468809,-169.97714442555403,162,5.488009476614605,14.913271260656312,-86.87955600699424,0.9074074074074074,1343.558422109526,-424.2432398804473,1407.7011702857199,64.14274817619395,1.2352941176470589,{'long': 64.14274817619395},{'range_breakout': 64.14274817619395},"{'10': -12.861585816481401, '11': 33.475701743671834, '12': 28.216594076879055, '16': 32.374738731060546, '17': 43.566647910888044, '18': -42.60006905480744, '19': 14.672483696400853, '22': -87.90199028377558, '23': 56.484400174484705, '00': -28.33591823461527, '01': 19.947800318606312, '02': 7.1039449138822945}","{'uptrend|high_vol': 171.22820579114486, 'uptrend|low_vol': -107.08545761495091}"
FAM_0090,short_only_bear_regime_range_breakout_fixed_stop_fixed_tp_0090,short_only_bear_regime,2583.913346304128,340.70906821829,860.633406938251,2.186100855087167,1.3383056659229213,2.2256574163320195,27.488439854299234,10.020854947596764,26.894793966820345,-420.9564359285405,160,23.657848884129187,61.38427912059659,-111.0794019603972,0.78125,1278.3977283217382,-399.6758454633841,2139.0311352599892,860.633406938251,4.90625,"{'long': 878.0247065468533, 'short': -17.39129960860251}",{'range_breakout': 860.633406938251},"{'10': 298.7710972496574, '11': 131.19316121895127, '12': -39.73981112685596, '16': 126.9546475332451, '17': 216.0747529497196, '18': 237.5828086801244, '19': -76.43495088564075, '22': -114.90232708395682, '23': 197.6796509709634, '00': 56.472231917043736, '01': -58.66845036976562, '02': -114.34940411523462}","{'uptrend|high_vol': 859.7272207305346, 'uptrend|low_vol': 0.9061862077166722}"
FAM_0091,short_only_bear_regime_range_breakout_fixed_stop_fixed_tp_0091,short_only_bear_regime,942.4741347538935,386.8107709474984,314.3033776287579,1.6417436840159794,1.7578646934771744,1.575013615173879,9.617083007692791,9.67026927368746,8.980096503678798,-425.89659325408115,173,9.50051030826676,27.42894770667904,-120.26722705166966,0.8786127167630058,1616.0868541112336,-437.30327269818474,1930.3902317399916,314.3033776287579,2.8285714285714287,"{'long': 487.49127869073874, 'short': -173.18790106198094}",{'range_breakout': 314.3033776287579},"{'10': 174.40837102330994, '11': 61.03703646746785, '12': 85.72322367264972, '16': 59.05112326500704, '17': 92.22278010133908, '18': 5.839454179314188, '19': -241.40992316008538, '22': -114.90232708395682, '23': 105.06097981718636, '00': -3.3017672811932712, '01': 71.85320485018042, '02': 18.72122177753873}","{'uptrend|high_vol': 372.43692903217016, 'uptrend|low_vol': -58.133551403412284}"
FAM_0092,short_only_bear_regime_range_breakout_fixed_stop_fixed_tp_0092,short_only_bear_regime,44.484854778952034,-0.0031009568401714205,-7.7516883470991615,1.1383551448956808,0.999965489332401,0.9070265799061982,2.118326418045335,-0.0006201913680342841,-1.9379220867747904,-286.38479063263617,30,1.2243355158337572,22.14529052365708,-82.45948451545955,0.8,159.79354819710284,-50.46531877545132,152.04185985000368,-7.7516883470991615,1.75,{'short': -7.7516883470991615},{'range_breakout': -7.7516883470991615},"{'12': 26.661220170259796, '19': -66.68911686932177, '01': 32.2762083519628}",{'uptrend|high_vol': -7.7516883470991615}
FAM_0093,short_only_bear_regime_range_breakout_fixed_stop_fixed_tp_0093,short_only_bear_regime,1668.8815941024552,-160.42517736015137,291.25974176383323,6.684480962865332,0.42324102578810235,1.9047053894560686,92.71564411680306,-53.47505912005045,41.60853453769046,-163.10748978573417,28,64.27557708950489,122.4268148875458,-148.94562816997842,0.7857142857142857,119.28888597188626,-88.62083353312423,410.5486277357195,291.25974176383323,10.571428571428571,{'long': 291.25974176383323},{'range_breakout': 291.25974176383323},"{'12': -52.86398624091018, '00': 507.2312177904776, '01': -163.10748978573417}","{'uptrend|low_vol': 327.0936218438903, 'uptrend|high_vol': -35.833880080056986}"
FAM_0094,long_only_expansion_range_breakout_fixed_stop_fixed_tp_0094,long_only_expansion,-76.73298561325828,21.58162605900553,-64.63792817591388,0.5203713409194284,21.58162605900553,0.22473544069387855,-5.902537354866022,10.790813029502765,-21.54597605863796,-158.94171876269067,18,-6.654960429453701,8.826441695344794,-60.83986786624843,0.7777777777777778,119.39846492591391,-37.70652175157986,54.76053675000003,-64.63792817591388,2.0,{'short': -64.63792817591388},{'range_breakout': -64.63792817591388},"{'12': 13.352399880147061, '19': -77.99032805606095}",{'uptrend|high_vol': -64.63792817591388}
FAM_0095,long_only_expansion_range_breakout_fixed_stop_fixed_tp_0095,long_only_expansion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},{},{},{}
FAM_0096,long_only_expansion_range_breakout_fixed_stop_fixed_tp_0096,long_only_expansion,1151.4712035870898,562.7075951218306,471.37980861518196,1.9738724310681328,2.6833219398225445,2.134081080001699,19.516461077747284,23.446149796742944,21.426354937053727,-334.2840022516141,105,20.814843879277166,46.268036198921045,-120.7685383987419,0.8476190476190476,881.5086027076595,-274.5896880874337,1352.8884113228414,471.37980861518196,2.4545454545454546,{'long': 471.37980861518196},{'range_breakout': 471.37980861518196},"{'10': 169.36948972410815, '11': 41.23420311335635, '12': 37.91846348449968, '16': 57.77987740012352, '17': 157.85888058473455, '18': 94.63788969118488, '19': 47.34744493647131, '22': -136.50259652410617, '23': 133.91939729835684, '00': -52.93964780950799, '01': 56.228132401478454, '02': -135.4717256855177}","{'uptrend|high_vol': 628.5666849076699, 'uptrend|low_vol': -157.18687629248808}"
FAM_0097,long_only_expansion_range_breakout_fixed_stop_fixed_tp_0097,long_only_expansion,-57.15508307861246,-172.9741366611094,-147.21058962980817,0.8510890692752011,0.35017345367337976,0.4421064690902344,-0.6280778360287084,-4.43523427336178,-4.329723224406123,-234.25367503703424,164,-2.300852496155671,4.790486512630276,-17.574505745848484,0.6829268292682927,1419.2115126298222,-424.25157678752447,1272.0009230000142,-147.21058962980817,1.0588235294117647,{'long': -147.21058962980817},{'range_breakout': -147.21058962980817},"{'10': 43.07573701413324, '11': 8.41994290386257, '12': 4.208288626441735, '16': 8.123480063835785, '17': -0.6661995349626508, '18': -78.65869079033871, '19': 2.570646200076304, '22': -77.10185556370453, '23': 6.368507539788169, '00': -66.60387050559888, '01': 6.510640287910775, '02': -3.4572158712519823}","{'uptrend|high_vol': 32.73935265588567, 'uptrend|low_vol': -179.94994228569377}"
FAM_0098,long_only_expansion_range_breakout_fixed_stop_fixed_tp_0098,long_only_expansion,3954.6865760932733,1360.210847384832,1828.5895514310828,2.9668190353199977,2.459903596359224,3.8656608463172724,54.173788713606484,43.87776927047845,67.72553894189195,-506.9220960045677,131,54.530434922970905,108.32328816123972,-111.89120478292331,0.7557251908396947,1018.209176547462,-337.0990735229554,2846.798727978545,1828.5895514310828,8.62962962962963,{'long': 1828.5895514310828},{'range_breakout': 1828.5895514310828},"{'10': 565.5765489710762, '11': 112.01322951781029, '12': 32.21477706701228, '16': 250.6360667360906, '17': 402.14194158043745, '18': 297.0930620318622, '19': -148.70232250397328, '22': -136.50259652410617, '23': 324.8991596925655, '00': 218.38976026588077, '01': 46.30165028194467, '02': -135.4717256855177}","{'uptrend|high_vol': 1499.526766832279, 'uptrend|low_vol': 329.0627845988038}"
FAM_0099,long_only_expansion_range_breakout_fixed_stop_fixed_tp_0099,long_only_expansion,59.03827007983961,71.68167141365096,158.41521683526537,59.03827007983961,71.68167141365096,158.41521683526537,59.03827007983961,71.68167141365096,79.20760841763268,0.0,4,72.28378958218899,72.28378958218899,0.0,1.0,80.20022230759184,-25.332336952042642,238.6154391428572,158.41521683526537,11.0,{'short': 158.41521683526537},{'range_breakout': 158.41521683526537},"{'12': 74.19272120634551, '01': 84.22249562891986}",{'uptrend|high_vol': 158.41521683526537}
